Command line
Loss = 4.9160e-01, PNorm = 681.3889, GNorm = 1.1511, lr_0 = 2.8796e-04
Loss = 5.0438e-01, PNorm = 681.4010, GNorm = 1.4333, lr_0 = 2.8792e-04
Loss = 4.7162e-01, PNorm = 681.4129, GNorm = 1.4747, lr_0 = 2.8788e-04
Loss = 4.7600e-01, PNorm = 681.4252, GNorm = 0.7859, lr_0 = 2.8784e-04
Loss = 4.5498e-01, PNorm = 681.4371, GNorm = 1.0721, lr_0 = 2.8780e-04
Loss = 5.4488e-01, PNorm = 681.4520, GNorm = 1.2842, lr_0 = 2.8775e-04
Loss = 5.7987e-01, PNorm = 681.4688, GNorm = 1.3340, lr_0 = 2.8771e-04
Loss = 4.9324e-01, PNorm = 681.4835, GNorm = 0.8126, lr_0 = 2.8767e-04
Loss = 4.5491e-01, PNorm = 681.4988, GNorm = 1.1375, lr_0 = 2.8763e-04
Loss = 4.4848e-01, PNorm = 681.5123, GNorm = 1.4583, lr_0 = 2.8759e-04
Loss = 4.7105e-01, PNorm = 681.5239, GNorm = 0.9238, lr_0 = 2.8755e-04
Loss = 4.7645e-01, PNorm = 681.5347, GNorm = 0.8771, lr_0 = 2.8751e-04
Loss = 5.2811e-01, PNorm = 681.5461, GNorm = 1.1783, lr_0 = 2.8746e-04
Loss = 3.9021e-01, PNorm = 681.5577, GNorm = 1.0103, lr_0 = 2.8742e-04
Loss = 4.4488e-01, PNorm = 681.5698, GNorm = 1.0722, lr_0 = 2.8738e-04
Loss = 4.7699e-01, PNorm = 681.5815, GNorm = 1.4220, lr_0 = 2.8734e-04
Loss = 4.2665e-01, PNorm = 681.5928, GNorm = 0.9443, lr_0 = 2.8730e-04
Loss = 5.6304e-01, PNorm = 681.6052, GNorm = 0.8866, lr_0 = 2.8726e-04
Loss = 4.8520e-01, PNorm = 681.6179, GNorm = 1.4306, lr_0 = 2.8721e-04
Loss = 4.8531e-01, PNorm = 681.6317, GNorm = 1.1039, lr_0 = 2.8717e-04
Loss = 4.7892e-01, PNorm = 681.6462, GNorm = 0.7605, lr_0 = 2.8713e-04
Loss = 4.6432e-01, PNorm = 681.6585, GNorm = 1.3534, lr_0 = 2.8709e-04
Loss = 4.7764e-01, PNorm = 681.6688, GNorm = 0.8999, lr_0 = 2.8705e-04
Loss = 4.5809e-01, PNorm = 681.6781, GNorm = 0.6359, lr_0 = 2.8701e-04
Loss = 4.5449e-01, PNorm = 681.6874, GNorm = 1.4631, lr_0 = 2.8697e-04
Loss = 4.7355e-01, PNorm = 681.6969, GNorm = 0.9224, lr_0 = 2.8692e-04
Loss = 4.2908e-01, PNorm = 681.7077, GNorm = 0.9118, lr_0 = 2.8688e-04
Loss = 4.7763e-01, PNorm = 681.7158, GNorm = 1.2250, lr_0 = 2.8684e-04
Loss = 5.2192e-01, PNorm = 681.7230, GNorm = 1.2042, lr_0 = 2.8680e-04
Loss = 4.4947e-01, PNorm = 681.7317, GNorm = 0.8508, lr_0 = 2.8676e-04
Loss = 3.3519e-01, PNorm = 681.7412, GNorm = 1.0024, lr_0 = 2.8672e-04
Loss = 4.4307e-01, PNorm = 681.7507, GNorm = 1.1896, lr_0 = 2.8668e-04
Loss = 5.3924e-01, PNorm = 681.7599, GNorm = 1.3585, lr_0 = 2.8663e-04
Loss = 3.9734e-01, PNorm = 681.7700, GNorm = 1.7417, lr_0 = 2.8659e-04
Loss = 5.0198e-01, PNorm = 681.7812, GNorm = 1.4868, lr_0 = 2.8655e-04
Loss = 4.8645e-01, PNorm = 681.7903, GNorm = 1.3048, lr_0 = 2.8651e-04
Loss = 4.9818e-01, PNorm = 681.7994, GNorm = 1.4619, lr_0 = 2.8647e-04
Loss = 4.6878e-01, PNorm = 681.8093, GNorm = 1.5522, lr_0 = 2.8643e-04
Loss = 5.2491e-01, PNorm = 681.8197, GNorm = 0.8907, lr_0 = 2.8639e-04
Loss = 4.6330e-01, PNorm = 681.8315, GNorm = 0.9690, lr_0 = 2.8634e-04
Loss = 4.0629e-01, PNorm = 681.8454, GNorm = 1.3068, lr_0 = 2.8630e-04
Loss = 4.1920e-01, PNorm = 681.8573, GNorm = 1.2910, lr_0 = 2.8626e-04
Loss = 4.9392e-01, PNorm = 681.8675, GNorm = 1.0497, lr_0 = 2.8622e-04
Loss = 4.1454e-01, PNorm = 681.8773, GNorm = 1.0425, lr_0 = 2.8618e-04
Loss = 4.3858e-01, PNorm = 681.8876, GNorm = 1.3410, lr_0 = 2.8614e-04
Loss = 4.4534e-01, PNorm = 681.8962, GNorm = 0.7049, lr_0 = 2.8610e-04
Loss = 5.5620e-01, PNorm = 681.9049, GNorm = 1.3203, lr_0 = 2.8606e-04
Loss = 3.9620e-01, PNorm = 681.9138, GNorm = 1.4933, lr_0 = 2.8601e-04
Loss = 4.8298e-01, PNorm = 681.9223, GNorm = 1.9203, lr_0 = 2.8597e-04
Loss = 5.0572e-01, PNorm = 681.9311, GNorm = 1.1553, lr_0 = 2.8593e-04
Loss = 4.6135e-01, PNorm = 681.9412, GNorm = 1.1395, lr_0 = 2.8589e-04
Loss = 5.3732e-01, PNorm = 681.9515, GNorm = 1.2772, lr_0 = 2.8585e-04
Loss = 4.5849e-01, PNorm = 681.9633, GNorm = 1.0889, lr_0 = 2.8581e-04
Loss = 4.6588e-01, PNorm = 681.9765, GNorm = 1.4043, lr_0 = 2.8577e-04
Loss = 5.0120e-01, PNorm = 681.9903, GNorm = 1.2958, lr_0 = 2.8573e-04
Loss = 4.8474e-01, PNorm = 682.0039, GNorm = 1.1269, lr_0 = 2.8568e-04
Loss = 4.4480e-01, PNorm = 682.0171, GNorm = 0.9032, lr_0 = 2.8564e-04
Loss = 5.6875e-01, PNorm = 682.0309, GNorm = 1.3798, lr_0 = 2.8560e-04
Loss = 5.5550e-01, PNorm = 682.0422, GNorm = 1.0479, lr_0 = 2.8556e-04
Loss = 3.9205e-01, PNorm = 682.0545, GNorm = 0.8175, lr_0 = 2.8552e-04
Loss = 4.8514e-01, PNorm = 682.0668, GNorm = 1.2687, lr_0 = 2.8548e-04
Loss = 4.6916e-01, PNorm = 682.0794, GNorm = 0.8686, lr_0 = 2.8544e-04
Loss = 4.0612e-01, PNorm = 682.0924, GNorm = 0.8580, lr_0 = 2.8540e-04
Loss = 4.6547e-01, PNorm = 682.1043, GNorm = 1.5647, lr_0 = 2.8535e-04
Loss = 4.2596e-01, PNorm = 682.1148, GNorm = 0.7208, lr_0 = 2.8531e-04
Loss = 3.2229e-01, PNorm = 682.1250, GNorm = 0.7343, lr_0 = 2.8527e-04
Loss = 4.8219e-01, PNorm = 682.1349, GNorm = 1.1099, lr_0 = 2.8523e-04
Loss = 4.2042e-01, PNorm = 682.1455, GNorm = 1.1265, lr_0 = 2.8519e-04
Loss = 4.2199e-01, PNorm = 682.1565, GNorm = 0.8075, lr_0 = 2.8515e-04
Loss = 4.3938e-01, PNorm = 682.1670, GNorm = 1.0617, lr_0 = 2.8511e-04
Loss = 4.8583e-01, PNorm = 682.1767, GNorm = 1.0286, lr_0 = 2.8507e-04
Loss = 5.2214e-01, PNorm = 682.1870, GNorm = 0.8855, lr_0 = 2.8502e-04
Loss = 3.7607e-01, PNorm = 682.1988, GNorm = 0.7630, lr_0 = 2.8498e-04
Loss = 5.3490e-01, PNorm = 682.2125, GNorm = 1.1869, lr_0 = 2.8494e-04
Loss = 4.1665e-01, PNorm = 682.2234, GNorm = 1.4251, lr_0 = 2.8490e-04
Loss = 3.0801e-01, PNorm = 682.2333, GNorm = 0.8056, lr_0 = 2.8486e-04
Loss = 5.8225e-01, PNorm = 682.2422, GNorm = 0.9566, lr_0 = 2.8482e-04
Loss = 5.2023e-01, PNorm = 682.2509, GNorm = 1.5267, lr_0 = 2.8478e-04
Loss = 4.7482e-01, PNorm = 682.2603, GNorm = 1.0508, lr_0 = 2.8474e-04
Loss = 4.8615e-01, PNorm = 682.2744, GNorm = 1.6469, lr_0 = 2.8470e-04
Loss = 4.4960e-01, PNorm = 682.2870, GNorm = 1.0327, lr_0 = 2.8465e-04
Loss = 4.9755e-01, PNorm = 682.2987, GNorm = 1.0560, lr_0 = 2.8461e-04
Loss = 4.9473e-01, PNorm = 682.3111, GNorm = 1.2178, lr_0 = 2.8457e-04
Loss = 3.9048e-01, PNorm = 682.3232, GNorm = 0.9805, lr_0 = 2.8453e-04
Loss = 4.7810e-01, PNorm = 682.3370, GNorm = 1.1147, lr_0 = 2.8449e-04
Loss = 4.9722e-01, PNorm = 682.3487, GNorm = 0.9507, lr_0 = 2.8445e-04
Loss = 4.5100e-01, PNorm = 682.3618, GNorm = 1.6238, lr_0 = 2.8441e-04
Loss = 4.8293e-01, PNorm = 682.3743, GNorm = 1.0578, lr_0 = 2.8437e-04
Loss = 5.0262e-01, PNorm = 682.3865, GNorm = 1.8275, lr_0 = 2.8433e-04
Loss = 4.8300e-01, PNorm = 682.3975, GNorm = 0.7262, lr_0 = 2.8428e-04
Loss = 4.4976e-01, PNorm = 682.4090, GNorm = 1.0709, lr_0 = 2.8424e-04
Loss = 4.3047e-01, PNorm = 682.4207, GNorm = 1.2425, lr_0 = 2.8420e-04
Loss = 4.1338e-01, PNorm = 682.4327, GNorm = 0.8011, lr_0 = 2.8416e-04
Loss = 5.1947e-01, PNorm = 682.4439, GNorm = 0.9669, lr_0 = 2.8412e-04
Loss = 5.0831e-01, PNorm = 682.4559, GNorm = 1.0124, lr_0 = 2.8408e-04
Loss = 4.6689e-01, PNorm = 682.4703, GNorm = 1.2712, lr_0 = 2.8404e-04
Loss = 4.5897e-01, PNorm = 682.4892, GNorm = 0.9698, lr_0 = 2.8400e-04
Loss = 4.2516e-01, PNorm = 682.5049, GNorm = 0.9385, lr_0 = 2.8396e-04
Loss = 4.2217e-01, PNorm = 682.5184, GNorm = 0.6393, lr_0 = 2.8391e-04
Loss = 5.6295e-01, PNorm = 682.5328, GNorm = 1.5497, lr_0 = 2.8387e-04
Loss = 4.3902e-01, PNorm = 682.5457, GNorm = 0.9441, lr_0 = 2.8383e-04
Loss = 4.7633e-01, PNorm = 682.5581, GNorm = 0.9865, lr_0 = 2.8379e-04
Loss = 4.1958e-01, PNorm = 682.5688, GNorm = 1.0969, lr_0 = 2.8375e-04
Loss = 4.6758e-01, PNorm = 682.5798, GNorm = 0.7907, lr_0 = 2.8371e-04
Loss = 5.5831e-01, PNorm = 682.5897, GNorm = 1.1974, lr_0 = 2.8367e-04
Loss = 5.3209e-01, PNorm = 682.6011, GNorm = 0.8342, lr_0 = 2.8363e-04
Loss = 4.9250e-01, PNorm = 682.6137, GNorm = 1.3045, lr_0 = 2.8359e-04
Loss = 4.8046e-01, PNorm = 682.6276, GNorm = 1.2884, lr_0 = 2.8355e-04
Loss = 4.6314e-01, PNorm = 682.6410, GNorm = 1.2657, lr_0 = 2.8350e-04
Loss = 4.7872e-01, PNorm = 682.6543, GNorm = 0.9729, lr_0 = 2.8346e-04
Loss = 5.2243e-01, PNorm = 682.6710, GNorm = 1.3278, lr_0 = 2.8342e-04
Loss = 4.0112e-01, PNorm = 682.6872, GNorm = 1.2980, lr_0 = 2.8338e-04
Loss = 4.6112e-01, PNorm = 682.6999, GNorm = 0.8996, lr_0 = 2.8334e-04
Loss = 4.2941e-01, PNorm = 682.7092, GNorm = 0.6039, lr_0 = 2.8330e-04
Loss = 4.0383e-01, PNorm = 682.7187, GNorm = 0.8549, lr_0 = 2.8326e-04
Loss = 6.0099e-01, PNorm = 682.7290, GNorm = 1.5402, lr_0 = 2.8322e-04
Loss = 4.8501e-01, PNorm = 682.7392, GNorm = 1.3103, lr_0 = 2.8318e-04
Loss = 5.2698e-01, PNorm = 682.7524, GNorm = 1.4706, lr_0 = 2.8314e-04
Loss = 4.3611e-01, PNorm = 682.7663, GNorm = 1.0442, lr_0 = 2.8310e-04
Loss = 5.1152e-01, PNorm = 682.7798, GNorm = 1.1031, lr_0 = 2.8305e-04
Loss = 6.0776e-01, PNorm = 682.7927, GNorm = 1.4163, lr_0 = 2.8301e-04
Loss = 5.2067e-01, PNorm = 682.8034, GNorm = 1.3753, lr_0 = 2.8297e-04
Loss = 3.7529e-01, PNorm = 682.8141, GNorm = 1.0250, lr_0 = 2.8293e-04
Loss = 4.2589e-01, PNorm = 682.8249, GNorm = 0.9994, lr_0 = 2.8289e-04
Loss = 4.9395e-01, PNorm = 682.8357, GNorm = 1.0977, lr_0 = 2.8285e-04
Loss = 4.2960e-01, PNorm = 682.8449, GNorm = 1.1812, lr_0 = 2.8281e-04
Loss = 4.9840e-01, PNorm = 682.8557, GNorm = 0.9941, lr_0 = 2.8277e-04
Loss = 4.9432e-01, PNorm = 682.8675, GNorm = 0.8949, lr_0 = 2.8273e-04
Loss = 4.6400e-01, PNorm = 682.8777, GNorm = 1.3947, lr_0 = 2.8269e-04
Loss = 5.1120e-01, PNorm = 682.8876, GNorm = 1.2028, lr_0 = 2.8265e-04
Loss = 4.2428e-01, PNorm = 682.8971, GNorm = 0.8895, lr_0 = 2.8261e-04
Loss = 4.7307e-01, PNorm = 682.9076, GNorm = 1.6129, lr_0 = 2.8256e-04
Loss = 4.2020e-01, PNorm = 682.9178, GNorm = 0.8869, lr_0 = 2.8252e-04
Loss = 5.6532e-01, PNorm = 682.9301, GNorm = 1.1221, lr_0 = 2.8248e-04
Loss = 5.2844e-01, PNorm = 682.9410, GNorm = 0.8503, lr_0 = 2.8244e-04
Loss = 4.7771e-01, PNorm = 682.9529, GNorm = 1.4527, lr_0 = 2.8240e-04
Loss = 4.6965e-01, PNorm = 682.9664, GNorm = 0.8368, lr_0 = 2.8236e-04
Loss = 4.8432e-01, PNorm = 682.9802, GNorm = 1.1876, lr_0 = 2.8232e-04
Loss = 3.2705e-01, PNorm = 682.9931, GNorm = 0.9087, lr_0 = 2.8228e-04
Loss = 4.6404e-01, PNorm = 683.0050, GNorm = 1.4645, lr_0 = 2.8224e-04
Loss = 4.6449e-01, PNorm = 683.0143, GNorm = 1.1430, lr_0 = 2.8220e-04
Loss = 5.5598e-01, PNorm = 683.0266, GNorm = 1.8337, lr_0 = 2.8216e-04
Loss = 4.4358e-01, PNorm = 683.0388, GNorm = 1.2770, lr_0 = 2.8212e-04
Loss = 4.5741e-01, PNorm = 683.0502, GNorm = 1.3884, lr_0 = 2.8208e-04
Loss = 6.1015e-01, PNorm = 683.0606, GNorm = 1.2323, lr_0 = 2.8203e-04
Loss = 4.9525e-01, PNorm = 683.0730, GNorm = 0.9136, lr_0 = 2.8199e-04
Loss = 5.0206e-01, PNorm = 683.0906, GNorm = 0.7970, lr_0 = 2.8195e-04
Loss = 4.5808e-01, PNorm = 683.1069, GNorm = 1.0253, lr_0 = 2.8191e-04
Loss = 5.2147e-01, PNorm = 683.1222, GNorm = 1.1920, lr_0 = 2.8187e-04
Loss = 5.3811e-01, PNorm = 683.1383, GNorm = 1.4551, lr_0 = 2.8183e-04
Loss = 4.5261e-01, PNorm = 683.1548, GNorm = 0.7003, lr_0 = 2.8179e-04
Loss = 4.6171e-01, PNorm = 683.1672, GNorm = 0.8051, lr_0 = 2.8175e-04
Loss = 5.5052e-01, PNorm = 683.1788, GNorm = 1.0275, lr_0 = 2.8171e-04
Loss = 4.8857e-01, PNorm = 683.1918, GNorm = 0.9225, lr_0 = 2.8167e-04
Loss = 4.7181e-01, PNorm = 683.2053, GNorm = 1.0313, lr_0 = 2.8163e-04
Loss = 5.1996e-01, PNorm = 683.2164, GNorm = 1.0844, lr_0 = 2.8159e-04
Loss = 4.6449e-01, PNorm = 683.2277, GNorm = 1.1726, lr_0 = 2.8155e-04
Loss = 5.4210e-01, PNorm = 683.2391, GNorm = 1.0218, lr_0 = 2.8151e-04
Loss = 4.6702e-01, PNorm = 683.2521, GNorm = 1.6076, lr_0 = 2.8146e-04
Loss = 4.1185e-01, PNorm = 683.2634, GNorm = 0.6478, lr_0 = 2.8142e-04
Loss = 4.5913e-01, PNorm = 683.2739, GNorm = 0.7621, lr_0 = 2.8138e-04
Loss = 4.6656e-01, PNorm = 683.2842, GNorm = 1.5287, lr_0 = 2.8134e-04
Loss = 4.9587e-01, PNorm = 683.2942, GNorm = 0.7253, lr_0 = 2.8130e-04
Loss = 5.1366e-01, PNorm = 683.3040, GNorm = 1.0782, lr_0 = 2.8126e-04
Loss = 4.5946e-01, PNorm = 683.3151, GNorm = 0.8259, lr_0 = 2.8122e-04
Loss = 3.7676e-01, PNorm = 683.3259, GNorm = 1.1889, lr_0 = 2.8118e-04
Loss = 4.3670e-01, PNorm = 683.3370, GNorm = 1.1895, lr_0 = 2.8114e-04
Loss = 5.2391e-01, PNorm = 683.3466, GNorm = 1.7912, lr_0 = 2.8110e-04
Loss = 4.7448e-01, PNorm = 683.3552, GNorm = 1.9199, lr_0 = 2.8106e-04
Loss = 4.3372e-01, PNorm = 683.3647, GNorm = 0.8317, lr_0 = 2.8102e-04
Loss = 4.8537e-01, PNorm = 683.3760, GNorm = 1.0906, lr_0 = 2.8098e-04
Loss = 5.2102e-01, PNorm = 683.3865, GNorm = 1.5796, lr_0 = 2.8094e-04
Loss = 4.3618e-01, PNorm = 683.3956, GNorm = 1.4560, lr_0 = 2.8090e-04
Loss = 4.0633e-01, PNorm = 683.4070, GNorm = 1.7881, lr_0 = 2.8086e-04
Loss = 4.4897e-01, PNorm = 683.4197, GNorm = 0.9264, lr_0 = 2.8081e-04
Loss = 4.3216e-01, PNorm = 683.4329, GNorm = 1.4742, lr_0 = 2.8077e-04
Loss = 5.3135e-01, PNorm = 683.4474, GNorm = 1.9115, lr_0 = 2.8073e-04
Loss = 4.2573e-01, PNorm = 683.4625, GNorm = 1.3386, lr_0 = 2.8069e-04
Loss = 4.9265e-01, PNorm = 683.4755, GNorm = 0.8642, lr_0 = 2.8065e-04
Loss = 5.1672e-01, PNorm = 683.4879, GNorm = 1.4394, lr_0 = 2.8061e-04
Loss = 5.5626e-01, PNorm = 683.5045, GNorm = 1.4058, lr_0 = 2.8057e-04
Loss = 3.5814e-01, PNorm = 683.5214, GNorm = 0.9555, lr_0 = 2.8053e-04
Loss = 4.9751e-01, PNorm = 683.5353, GNorm = 1.0280, lr_0 = 2.8049e-04
Loss = 4.9765e-01, PNorm = 683.5481, GNorm = 1.6656, lr_0 = 2.8045e-04
Loss = 3.8153e-01, PNorm = 683.5607, GNorm = 0.8709, lr_0 = 2.8041e-04
Loss = 5.6911e-01, PNorm = 683.5706, GNorm = 1.6493, lr_0 = 2.8037e-04
Loss = 4.6487e-01, PNorm = 683.5793, GNorm = 0.9320, lr_0 = 2.8033e-04
Loss = 4.2059e-01, PNorm = 683.5894, GNorm = 0.8264, lr_0 = 2.8029e-04
Loss = 5.0652e-01, PNorm = 683.5994, GNorm = 0.8693, lr_0 = 2.8025e-04
Loss = 4.4418e-01, PNorm = 683.6151, GNorm = 1.1237, lr_0 = 2.8021e-04
Loss = 5.2835e-01, PNorm = 683.6283, GNorm = 0.7983, lr_0 = 2.8017e-04
Loss = 4.7731e-01, PNorm = 683.6398, GNorm = 0.8802, lr_0 = 2.8013e-04
Loss = 4.9776e-01, PNorm = 683.6504, GNorm = 1.0566, lr_0 = 2.8009e-04
Loss = 5.3667e-01, PNorm = 683.6615, GNorm = 0.7739, lr_0 = 2.8005e-04
Loss = 5.2388e-01, PNorm = 683.6749, GNorm = 1.0034, lr_0 = 2.8000e-04
Loss = 5.2549e-01, PNorm = 683.6899, GNorm = 1.2530, lr_0 = 2.7996e-04
Loss = 5.2130e-01, PNorm = 683.7044, GNorm = 1.3297, lr_0 = 2.7992e-04
Loss = 4.8175e-01, PNorm = 683.7185, GNorm = 1.0689, lr_0 = 2.7988e-04
Loss = 5.5106e-01, PNorm = 683.7320, GNorm = 1.3811, lr_0 = 2.7984e-04
Loss = 4.2199e-01, PNorm = 683.7459, GNorm = 0.9240, lr_0 = 2.7980e-04
Loss = 4.2207e-01, PNorm = 683.7609, GNorm = 1.5560, lr_0 = 2.7976e-04
Loss = 4.5548e-01, PNorm = 683.7724, GNorm = 1.3983, lr_0 = 2.7972e-04
Loss = 4.7432e-01, PNorm = 683.7853, GNorm = 1.5078, lr_0 = 2.7968e-04
Loss = 4.8286e-01, PNorm = 683.7978, GNorm = 0.9200, lr_0 = 2.7964e-04
Loss = 3.8989e-01, PNorm = 683.8085, GNorm = 1.2424, lr_0 = 2.7960e-04
Loss = 4.8729e-01, PNorm = 683.8223, GNorm = 1.2159, lr_0 = 2.7956e-04
Loss = 3.9742e-01, PNorm = 683.8335, GNorm = 0.7516, lr_0 = 2.7952e-04
Loss = 4.7843e-01, PNorm = 683.8423, GNorm = 1.0646, lr_0 = 2.7948e-04
Loss = 4.0194e-01, PNorm = 683.8508, GNorm = 0.8907, lr_0 = 2.7944e-04
Loss = 5.5199e-01, PNorm = 683.8587, GNorm = 1.5662, lr_0 = 2.7940e-04
Loss = 4.9209e-01, PNorm = 683.8672, GNorm = 0.8340, lr_0 = 2.7936e-04
Loss = 4.9373e-01, PNorm = 683.8785, GNorm = 0.7419, lr_0 = 2.7932e-04
Loss = 4.0184e-01, PNorm = 683.8910, GNorm = 0.8184, lr_0 = 2.7928e-04
Loss = 4.1176e-01, PNorm = 683.9038, GNorm = 0.7411, lr_0 = 2.7924e-04
Loss = 3.7742e-01, PNorm = 683.9161, GNorm = 1.0121, lr_0 = 2.7920e-04
Loss = 4.3012e-01, PNorm = 683.9275, GNorm = 0.9959, lr_0 = 2.7916e-04
Loss = 6.0049e-01, PNorm = 683.9378, GNorm = 1.7426, lr_0 = 2.7912e-04
Loss = 5.2088e-01, PNorm = 683.9504, GNorm = 1.3194, lr_0 = 2.7908e-04
Loss = 4.8012e-01, PNorm = 683.9639, GNorm = 1.7002, lr_0 = 2.7904e-04
Loss = 5.1923e-01, PNorm = 683.9762, GNorm = 0.9773, lr_0 = 2.7900e-04
Loss = 4.9859e-01, PNorm = 683.9874, GNorm = 0.9610, lr_0 = 2.7895e-04
Loss = 4.7251e-01, PNorm = 683.9994, GNorm = 1.2168, lr_0 = 2.7891e-04
Loss = 4.3171e-01, PNorm = 684.0107, GNorm = 0.7052, lr_0 = 2.7887e-04
Loss = 4.3874e-01, PNorm = 684.0222, GNorm = 1.0808, lr_0 = 2.7883e-04
Loss = 5.1371e-01, PNorm = 684.0342, GNorm = 1.0558, lr_0 = 2.7879e-04
Loss = 4.7654e-01, PNorm = 684.0468, GNorm = 1.7205, lr_0 = 2.7875e-04
Loss = 4.4299e-01, PNorm = 684.0607, GNorm = 1.1163, lr_0 = 2.7871e-04
Loss = 3.6023e-01, PNorm = 684.0762, GNorm = 0.6012, lr_0 = 2.7867e-04
Loss = 4.1130e-01, PNorm = 684.0875, GNorm = 0.9296, lr_0 = 2.7863e-04
Loss = 4.3090e-01, PNorm = 684.0978, GNorm = 0.9436, lr_0 = 2.7859e-04
Loss = 4.9800e-01, PNorm = 684.1068, GNorm = 1.1126, lr_0 = 2.7855e-04
Loss = 4.6888e-01, PNorm = 684.1185, GNorm = 1.1240, lr_0 = 2.7851e-04
Loss = 4.6894e-01, PNorm = 684.1297, GNorm = 1.3850, lr_0 = 2.7847e-04
Loss = 4.2530e-01, PNorm = 684.1432, GNorm = 1.4548, lr_0 = 2.7843e-04
Loss = 4.8408e-01, PNorm = 684.1583, GNorm = 0.9562, lr_0 = 2.7839e-04
Loss = 5.5792e-01, PNorm = 684.1705, GNorm = 0.9136, lr_0 = 2.7835e-04
Loss = 4.4307e-01, PNorm = 684.1818, GNorm = 0.8919, lr_0 = 2.7831e-04
Loss = 5.3950e-01, PNorm = 684.1942, GNorm = 0.9824, lr_0 = 2.7827e-04
Loss = 5.5541e-01, PNorm = 684.2076, GNorm = 1.4070, lr_0 = 2.7823e-04
Loss = 4.7170e-01, PNorm = 684.2201, GNorm = 1.6267, lr_0 = 2.7819e-04
Loss = 4.9288e-01, PNorm = 684.2316, GNorm = 0.7964, lr_0 = 2.7815e-04
Loss = 4.4115e-01, PNorm = 684.2419, GNorm = 1.1456, lr_0 = 2.7811e-04
Loss = 4.7484e-01, PNorm = 684.2532, GNorm = 1.0558, lr_0 = 2.7807e-04
Loss = 4.3097e-01, PNorm = 684.2661, GNorm = 1.0251, lr_0 = 2.7803e-04
Loss = 4.5611e-01, PNorm = 684.2785, GNorm = 1.5971, lr_0 = 2.7799e-04
Loss = 4.5614e-01, PNorm = 684.2896, GNorm = 1.1288, lr_0 = 2.7795e-04
Loss = 4.6338e-01, PNorm = 684.3016, GNorm = 0.9521, lr_0 = 2.7791e-04
Loss = 4.6613e-01, PNorm = 684.3146, GNorm = 1.3620, lr_0 = 2.7787e-04
Loss = 5.1928e-01, PNorm = 684.3255, GNorm = 1.2445, lr_0 = 2.7783e-04
Loss = 4.4238e-01, PNorm = 684.3358, GNorm = 0.7475, lr_0 = 2.7779e-04
Loss = 4.9650e-01, PNorm = 684.3459, GNorm = 1.0105, lr_0 = 2.7775e-04
Loss = 4.0769e-01, PNorm = 684.3575, GNorm = 0.8900, lr_0 = 2.7771e-04
Loss = 4.0079e-01, PNorm = 684.3712, GNorm = 1.2286, lr_0 = 2.7767e-04
Loss = 4.8416e-01, PNorm = 684.3818, GNorm = 1.8034, lr_0 = 2.7763e-04
Loss = 4.5140e-01, PNorm = 684.3910, GNorm = 1.0247, lr_0 = 2.7759e-04
Loss = 4.9747e-01, PNorm = 684.4020, GNorm = 1.3603, lr_0 = 2.7755e-04
Loss = 4.8507e-01, PNorm = 684.4132, GNorm = 1.3698, lr_0 = 2.7751e-04
Loss = 4.8131e-01, PNorm = 684.4247, GNorm = 1.2715, lr_0 = 2.7747e-04
Loss = 4.3807e-01, PNorm = 684.4388, GNorm = 1.2287, lr_0 = 2.7743e-04
Loss = 5.2923e-01, PNorm = 684.4518, GNorm = 1.4194, lr_0 = 2.7739e-04
Loss = 4.6118e-01, PNorm = 684.4646, GNorm = 0.8697, lr_0 = 2.7735e-04
Loss = 4.5372e-01, PNorm = 684.4761, GNorm = 0.9793, lr_0 = 2.7731e-04
Loss = 5.1001e-01, PNorm = 684.4889, GNorm = 1.5947, lr_0 = 2.7727e-04
Loss = 4.4698e-01, PNorm = 684.5003, GNorm = 0.8816, lr_0 = 2.7723e-04
Loss = 5.6056e-01, PNorm = 684.5104, GNorm = 0.8583, lr_0 = 2.7719e-04
Loss = 4.3353e-01, PNorm = 684.5225, GNorm = 1.0863, lr_0 = 2.7715e-04
Loss = 5.2487e-01, PNorm = 684.5352, GNorm = 1.3933, lr_0 = 2.7711e-04
Loss = 4.2817e-01, PNorm = 684.5472, GNorm = 1.1658, lr_0 = 2.7707e-04
Loss = 5.5830e-01, PNorm = 684.5579, GNorm = 1.1077, lr_0 = 2.7703e-04
Loss = 5.6886e-01, PNorm = 684.5681, GNorm = 1.2134, lr_0 = 2.7699e-04
Loss = 5.0362e-01, PNorm = 684.5809, GNorm = 1.0311, lr_0 = 2.7695e-04
Loss = 4.8240e-01, PNorm = 684.5946, GNorm = 0.7983, lr_0 = 2.7691e-04
Loss = 5.2108e-01, PNorm = 684.6061, GNorm = 1.1698, lr_0 = 2.7687e-04
Loss = 4.0356e-01, PNorm = 684.6184, GNorm = 1.7112, lr_0 = 2.7683e-04
Loss = 4.9228e-01, PNorm = 684.6326, GNorm = 1.2629, lr_0 = 2.7679e-04
Loss = 4.9037e-01, PNorm = 684.6457, GNorm = 0.8850, lr_0 = 2.7675e-04
Loss = 4.4044e-01, PNorm = 684.6595, GNorm = 0.8427, lr_0 = 2.7671e-04
Loss = 4.6232e-01, PNorm = 684.6730, GNorm = 0.8300, lr_0 = 2.7667e-04
Loss = 3.7848e-01, PNorm = 684.6868, GNorm = 1.0953, lr_0 = 2.7663e-04
