Command line
Loss = 4.2205e-01, PNorm = 893.4438, GNorm = 0.8707, lr_0 = 3.9731e-04
Loss = 4.4842e-01, PNorm = 893.4552, GNorm = 1.3102, lr_0 = 3.9729e-04
Loss = 4.8952e-01, PNorm = 893.4638, GNorm = 1.0989, lr_0 = 3.9726e-04
Loss = 4.4656e-01, PNorm = 893.4729, GNorm = 1.7362, lr_0 = 3.9724e-04
Loss = 4.5183e-01, PNorm = 893.4825, GNorm = 2.8436, lr_0 = 3.9721e-04
Loss = 3.9690e-01, PNorm = 893.4928, GNorm = 1.3583, lr_0 = 3.9718e-04
Loss = 4.5882e-01, PNorm = 893.5040, GNorm = 1.4194, lr_0 = 3.9716e-04
Loss = 4.0805e-01, PNorm = 893.5170, GNorm = 0.9453, lr_0 = 3.9713e-04
Loss = 4.5010e-01, PNorm = 893.5325, GNorm = 1.3987, lr_0 = 3.9711e-04
Loss = 3.7471e-01, PNorm = 893.5454, GNorm = 1.4099, lr_0 = 3.9708e-04
Loss = 4.0638e-01, PNorm = 893.5547, GNorm = 0.9684, lr_0 = 3.9706e-04
Loss = 5.1302e-01, PNorm = 893.5643, GNorm = 1.5784, lr_0 = 3.9703e-04
Loss = 4.9499e-01, PNorm = 893.5752, GNorm = 1.9616, lr_0 = 3.9701e-04
Loss = 4.3125e-01, PNorm = 893.5854, GNorm = 1.4134, lr_0 = 3.9698e-04
Loss = 3.8745e-01, PNorm = 893.5969, GNorm = 1.6581, lr_0 = 3.9696e-04
Loss = 4.1589e-01, PNorm = 893.6055, GNorm = 1.1621, lr_0 = 3.9693e-04
Loss = 3.6552e-01, PNorm = 893.6134, GNorm = 1.3221, lr_0 = 3.9691e-04
Loss = 4.4256e-01, PNorm = 893.6230, GNorm = 1.1256, lr_0 = 3.9688e-04
Loss = 4.3127e-01, PNorm = 893.6325, GNorm = 1.1722, lr_0 = 3.9686e-04
Loss = 3.8529e-01, PNorm = 893.6419, GNorm = 1.6749, lr_0 = 3.9683e-04
Loss = 3.1243e-01, PNorm = 893.6506, GNorm = 0.8904, lr_0 = 3.9681e-04
Loss = 3.7755e-01, PNorm = 893.6612, GNorm = 1.3835, lr_0 = 3.9678e-04
Loss = 4.0911e-01, PNorm = 893.6692, GNorm = 1.4277, lr_0 = 3.9676e-04
Loss = 4.1671e-01, PNorm = 893.6757, GNorm = 1.3275, lr_0 = 3.9673e-04
Loss = 4.2747e-01, PNorm = 893.6870, GNorm = 1.1865, lr_0 = 3.9671e-04
Loss = 3.8209e-01, PNorm = 893.7010, GNorm = 1.2176, lr_0 = 3.9668e-04
Loss = 3.9871e-01, PNorm = 893.7151, GNorm = 1.3268, lr_0 = 3.9666e-04
Loss = 4.2075e-01, PNorm = 893.7262, GNorm = 0.8302, lr_0 = 3.9663e-04
Loss = 4.3908e-01, PNorm = 893.7366, GNorm = 1.7022, lr_0 = 3.9661e-04
Loss = 3.8430e-01, PNorm = 893.7466, GNorm = 0.8475, lr_0 = 3.9658e-04
Loss = 4.1264e-01, PNorm = 893.7563, GNorm = 1.3104, lr_0 = 3.9656e-04
Loss = 3.9290e-01, PNorm = 893.7657, GNorm = 0.7001, lr_0 = 3.9653e-04
Loss = 3.5100e-01, PNorm = 893.7745, GNorm = 1.2210, lr_0 = 3.9651e-04
Loss = 4.1340e-01, PNorm = 893.7828, GNorm = 2.0981, lr_0 = 3.9648e-04
Loss = 3.2464e-01, PNorm = 893.7903, GNorm = 1.1092, lr_0 = 3.9646e-04
Loss = 4.0778e-01, PNorm = 893.7964, GNorm = 1.2830, lr_0 = 3.9643e-04
Loss = 4.6480e-01, PNorm = 893.8048, GNorm = 1.5495, lr_0 = 3.9641e-04
Loss = 3.5805e-01, PNorm = 893.8157, GNorm = 0.9769, lr_0 = 3.9638e-04
Loss = 3.7198e-01, PNorm = 893.8275, GNorm = 0.8777, lr_0 = 3.9636e-04
Loss = 5.0529e-01, PNorm = 893.8392, GNorm = 1.6771, lr_0 = 3.9633e-04
Loss = 4.9571e-01, PNorm = 893.8497, GNorm = 1.3463, lr_0 = 3.9631e-04
Loss = 3.8887e-01, PNorm = 893.8640, GNorm = 1.3718, lr_0 = 3.9628e-04
Loss = 4.2997e-01, PNorm = 893.8785, GNorm = 1.8138, lr_0 = 3.9626e-04
Loss = 4.5315e-01, PNorm = 893.8896, GNorm = 1.2991, lr_0 = 3.9623e-04
Loss = 4.2701e-01, PNorm = 893.8995, GNorm = 1.4472, lr_0 = 3.9621e-04
Loss = 4.7477e-01, PNorm = 893.9098, GNorm = 1.4596, lr_0 = 3.9618e-04
Loss = 4.6175e-01, PNorm = 893.9186, GNorm = 0.8852, lr_0 = 3.9616e-04
Loss = 4.4995e-01, PNorm = 893.9264, GNorm = 1.3093, lr_0 = 3.9613e-04
Loss = 3.5414e-01, PNorm = 893.9358, GNorm = 1.2267, lr_0 = 3.9611e-04
Loss = 2.9601e-01, PNorm = 893.9459, GNorm = 1.1545, lr_0 = 3.9608e-04
Loss = 4.2713e-01, PNorm = 893.9530, GNorm = 1.5526, lr_0 = 3.9606e-04
Loss = 5.2788e-01, PNorm = 893.9596, GNorm = 1.1685, lr_0 = 3.9603e-04
Loss = 3.8078e-01, PNorm = 893.9705, GNorm = 1.5710, lr_0 = 3.9601e-04
Loss = 3.9910e-01, PNorm = 893.9833, GNorm = 1.6566, lr_0 = 3.9598e-04
Loss = 3.6230e-01, PNorm = 893.9954, GNorm = 1.4500, lr_0 = 3.9596e-04
Loss = 4.0257e-01, PNorm = 894.0087, GNorm = 1.2401, lr_0 = 3.9593e-04
Loss = 4.0439e-01, PNorm = 894.0210, GNorm = 1.1036, lr_0 = 3.9591e-04
Loss = 4.5489e-01, PNorm = 894.0353, GNorm = 1.7333, lr_0 = 3.9588e-04
Loss = 3.7690e-01, PNorm = 894.0487, GNorm = 1.5537, lr_0 = 3.9586e-04
Loss = 4.2120e-01, PNorm = 894.0582, GNorm = 1.1702, lr_0 = 3.9583e-04
Loss = 3.1265e-01, PNorm = 894.0666, GNorm = 1.0643, lr_0 = 3.9581e-04
Loss = 4.8132e-01, PNorm = 894.0741, GNorm = 1.6569, lr_0 = 3.9578e-04
Loss = 3.7012e-01, PNorm = 894.0828, GNorm = 0.8386, lr_0 = 3.9576e-04
Loss = 3.7892e-01, PNorm = 894.0939, GNorm = 1.3276, lr_0 = 3.9573e-04
Loss = 3.4869e-01, PNorm = 894.1080, GNorm = 1.0967, lr_0 = 3.9571e-04
Loss = 3.9777e-01, PNorm = 894.1199, GNorm = 1.0994, lr_0 = 3.9568e-04
Loss = 4.2893e-01, PNorm = 894.1292, GNorm = 2.0047, lr_0 = 3.9566e-04
Loss = 4.2212e-01, PNorm = 894.1406, GNorm = 1.3279, lr_0 = 3.9563e-04
Loss = 3.8299e-01, PNorm = 894.1524, GNorm = 1.2696, lr_0 = 3.9561e-04
Loss = 3.5408e-01, PNorm = 894.1654, GNorm = 1.2378, lr_0 = 3.9558e-04
Loss = 4.1785e-01, PNorm = 894.1821, GNorm = 1.4846, lr_0 = 3.9556e-04
Loss = 4.3409e-01, PNorm = 894.1936, GNorm = 1.2350, lr_0 = 3.9553e-04
Loss = 4.0216e-01, PNorm = 894.2037, GNorm = 1.1609, lr_0 = 3.9551e-04
Loss = 3.9048e-01, PNorm = 894.2154, GNorm = 0.9603, lr_0 = 3.9548e-04
Loss = 4.3932e-01, PNorm = 894.2273, GNorm = 1.0484, lr_0 = 3.9546e-04
Loss = 4.5020e-01, PNorm = 894.2403, GNorm = 1.2128, lr_0 = 3.9543e-04
Loss = 4.6669e-01, PNorm = 894.2522, GNorm = 1.8989, lr_0 = 3.9541e-04
Loss = 4.0927e-01, PNorm = 894.2624, GNorm = 1.8804, lr_0 = 3.9538e-04
Loss = 4.1462e-01, PNorm = 894.2701, GNorm = 2.0191, lr_0 = 3.9536e-04
Loss = 3.9242e-01, PNorm = 894.2772, GNorm = 1.3025, lr_0 = 3.9533e-04
Loss = 3.3811e-01, PNorm = 894.2865, GNorm = 0.9977, lr_0 = 3.9531e-04
Loss = 3.1823e-01, PNorm = 894.2962, GNorm = 1.1697, lr_0 = 3.9528e-04
Loss = 4.1430e-01, PNorm = 894.3040, GNorm = 1.4985, lr_0 = 3.9526e-04
Loss = 3.3837e-01, PNorm = 894.3111, GNorm = 0.8510, lr_0 = 3.9523e-04
Loss = 4.2298e-01, PNorm = 894.3185, GNorm = 1.1141, lr_0 = 3.9521e-04
Loss = 3.6165e-01, PNorm = 894.3271, GNorm = 1.8920, lr_0 = 3.9518e-04
Loss = 3.8838e-01, PNorm = 894.3357, GNorm = 1.2110, lr_0 = 3.9516e-04
Loss = 3.6736e-01, PNorm = 894.3442, GNorm = 0.8698, lr_0 = 3.9513e-04
Loss = 4.0446e-01, PNorm = 894.3541, GNorm = 1.5735, lr_0 = 3.9511e-04
Loss = 3.5556e-01, PNorm = 894.3627, GNorm = 1.0584, lr_0 = 3.9508e-04
Loss = 3.9841e-01, PNorm = 894.3718, GNorm = 1.4259, lr_0 = 3.9506e-04
Loss = 3.9752e-01, PNorm = 894.3803, GNorm = 1.8806, lr_0 = 3.9503e-04
Loss = 4.2559e-01, PNorm = 894.3881, GNorm = 1.6805, lr_0 = 3.9501e-04
Loss = 4.8756e-01, PNorm = 894.4023, GNorm = 1.0331, lr_0 = 3.9498e-04
Loss = 4.2602e-01, PNorm = 894.4158, GNorm = 1.6178, lr_0 = 3.9496e-04
Loss = 4.5207e-01, PNorm = 894.4261, GNorm = 1.7837, lr_0 = 3.9493e-04
Loss = 4.1221e-01, PNorm = 894.4361, GNorm = 1.6481, lr_0 = 3.9491e-04
Loss = 4.5147e-01, PNorm = 894.4447, GNorm = 1.3601, lr_0 = 3.9488e-04
Loss = 3.8140e-01, PNorm = 894.4550, GNorm = 1.0807, lr_0 = 3.9486e-04
Loss = 3.7535e-01, PNorm = 894.4666, GNorm = 1.4495, lr_0 = 3.9483e-04
Loss = 4.3852e-01, PNorm = 894.4764, GNorm = 1.0988, lr_0 = 3.9481e-04
Loss = 4.5652e-01, PNorm = 894.4846, GNorm = 2.2526, lr_0 = 3.9479e-04
Loss = 4.2386e-01, PNorm = 894.4927, GNorm = 1.1052, lr_0 = 3.9476e-04
Loss = 4.3535e-01, PNorm = 894.5013, GNorm = 2.1624, lr_0 = 3.9474e-04
Loss = 3.9710e-01, PNorm = 894.5140, GNorm = 1.0459, lr_0 = 3.9471e-04
Loss = 3.6296e-01, PNorm = 894.5273, GNorm = 1.3909, lr_0 = 3.9469e-04
Loss = 4.4100e-01, PNorm = 894.5392, GNorm = 1.1337, lr_0 = 3.9466e-04
Loss = 3.8461e-01, PNorm = 894.5509, GNorm = 1.6512, lr_0 = 3.9464e-04
Loss = 3.9121e-01, PNorm = 894.5607, GNorm = 0.8999, lr_0 = 3.9461e-04
Loss = 3.8898e-01, PNorm = 894.5720, GNorm = 1.0813, lr_0 = 3.9459e-04
Loss = 4.1183e-01, PNorm = 894.5816, GNorm = 0.7536, lr_0 = 3.9456e-04
Loss = 4.6755e-01, PNorm = 894.5892, GNorm = 1.0456, lr_0 = 3.9454e-04
Loss = 4.3072e-01, PNorm = 894.5983, GNorm = 1.2624, lr_0 = 3.9451e-04
Loss = 3.9989e-01, PNorm = 894.6064, GNorm = 1.3703, lr_0 = 3.9449e-04
Loss = 4.2554e-01, PNorm = 894.6170, GNorm = 1.7923, lr_0 = 3.9446e-04
Loss = 4.4773e-01, PNorm = 894.6262, GNorm = 0.7110, lr_0 = 3.9444e-04
Loss = 3.4315e-01, PNorm = 894.6354, GNorm = 1.5353, lr_0 = 3.9441e-04
Loss = 5.1448e-01, PNorm = 894.6450, GNorm = 1.6358, lr_0 = 3.9439e-04
Loss = 4.3594e-01, PNorm = 894.6554, GNorm = 1.8142, lr_0 = 3.9436e-04
Loss = 4.1918e-01, PNorm = 894.6649, GNorm = 1.3699, lr_0 = 3.9434e-04
Loss = 4.2580e-01, PNorm = 894.6750, GNorm = 1.0835, lr_0 = 3.9431e-04
Loss = 3.9079e-01, PNorm = 894.6898, GNorm = 1.3885, lr_0 = 3.9429e-04
Loss = 4.0218e-01, PNorm = 894.7034, GNorm = 1.3495, lr_0 = 3.9426e-04
Loss = 3.9459e-01, PNorm = 894.7190, GNorm = 1.4319, lr_0 = 3.9424e-04
Loss = 3.8352e-01, PNorm = 894.7331, GNorm = 1.3704, lr_0 = 3.9421e-04
Loss = 3.5572e-01, PNorm = 894.7440, GNorm = 1.3168, lr_0 = 3.9419e-04
Loss = 3.9955e-01, PNorm = 894.7526, GNorm = 1.3934, lr_0 = 3.9416e-04
Loss = 4.9848e-01, PNorm = 894.7609, GNorm = 1.8476, lr_0 = 3.9414e-04
Loss = 4.5539e-01, PNorm = 894.7707, GNorm = 1.6223, lr_0 = 3.9411e-04
Loss = 4.7092e-01, PNorm = 894.7835, GNorm = 1.2761, lr_0 = 3.9409e-04
Loss = 4.9699e-01, PNorm = 894.7949, GNorm = 2.0035, lr_0 = 3.9406e-04
Loss = 4.1134e-01, PNorm = 894.8047, GNorm = 1.0827, lr_0 = 3.9404e-04
Loss = 4.4993e-01, PNorm = 894.8170, GNorm = 1.5686, lr_0 = 3.9401e-04
Loss = 4.8115e-01, PNorm = 894.8299, GNorm = 1.4105, lr_0 = 3.9399e-04
Loss = 4.1997e-01, PNorm = 894.8411, GNorm = 1.7243, lr_0 = 3.9396e-04
Loss = 4.6042e-01, PNorm = 894.8516, GNorm = 1.6547, lr_0 = 3.9394e-04
Loss = 4.0013e-01, PNorm = 894.8637, GNorm = 1.5852, lr_0 = 3.9391e-04
Loss = 4.0151e-01, PNorm = 894.8756, GNorm = 1.6402, lr_0 = 3.9389e-04
Loss = 4.7443e-01, PNorm = 894.8912, GNorm = 1.4106, lr_0 = 3.9386e-04
Loss = 4.2045e-01, PNorm = 894.9070, GNorm = 1.3520, lr_0 = 3.9384e-04
Loss = 4.2678e-01, PNorm = 894.9216, GNorm = 1.3251, lr_0 = 3.9381e-04
Loss = 4.5305e-01, PNorm = 894.9366, GNorm = 1.6702, lr_0 = 3.9379e-04
Loss = 4.2187e-01, PNorm = 894.9503, GNorm = 1.5937, lr_0 = 3.9376e-04
Loss = 3.6589e-01, PNorm = 894.9609, GNorm = 1.3789, lr_0 = 3.9374e-04
Loss = 4.0740e-01, PNorm = 894.9697, GNorm = 1.7233, lr_0 = 3.9371e-04
Loss = 4.6436e-01, PNorm = 894.9810, GNorm = 1.4973, lr_0 = 3.9369e-04
Loss = 4.0051e-01, PNorm = 894.9956, GNorm = 2.2179, lr_0 = 3.9367e-04
Loss = 5.0266e-01, PNorm = 895.0067, GNorm = 1.0094, lr_0 = 3.9364e-04
Loss = 3.6785e-01, PNorm = 895.0203, GNorm = 1.2541, lr_0 = 3.9362e-04
Loss = 4.7221e-01, PNorm = 895.0343, GNorm = 1.4632, lr_0 = 3.9359e-04
Loss = 3.8549e-01, PNorm = 895.0489, GNorm = 0.7229, lr_0 = 3.9357e-04
Loss = 4.7568e-01, PNorm = 895.0612, GNorm = 1.8988, lr_0 = 3.9354e-04
Loss = 3.7873e-01, PNorm = 895.0716, GNorm = 1.0499, lr_0 = 3.9352e-04
Loss = 4.2218e-01, PNorm = 895.0812, GNorm = 1.7898, lr_0 = 3.9349e-04
Loss = 3.6539e-01, PNorm = 895.0918, GNorm = 0.8004, lr_0 = 3.9347e-04
Loss = 4.7255e-01, PNorm = 895.1009, GNorm = 1.6743, lr_0 = 3.9344e-04
Loss = 4.7920e-01, PNorm = 895.1103, GNorm = 1.7272, lr_0 = 3.9342e-04
Loss = 5.0241e-01, PNorm = 895.1208, GNorm = 1.7385, lr_0 = 3.9339e-04
Loss = 3.9579e-01, PNorm = 895.1327, GNorm = 0.8345, lr_0 = 3.9337e-04
Loss = 3.7410e-01, PNorm = 895.1461, GNorm = 0.8362, lr_0 = 3.9334e-04
Loss = 4.6304e-01, PNorm = 895.1571, GNorm = 1.3565, lr_0 = 3.9332e-04
Loss = 4.2340e-01, PNorm = 895.1680, GNorm = 1.2282, lr_0 = 3.9329e-04
Loss = 4.6394e-01, PNorm = 895.1781, GNorm = 1.3130, lr_0 = 3.9327e-04
Loss = 3.7032e-01, PNorm = 895.1869, GNorm = 0.8604, lr_0 = 3.9324e-04
Loss = 4.0913e-01, PNorm = 895.1945, GNorm = 1.0910, lr_0 = 3.9322e-04
Loss = 4.0562e-01, PNorm = 895.2008, GNorm = 1.0574, lr_0 = 3.9319e-04
Loss = 4.4579e-01, PNorm = 895.2088, GNorm = 0.9738, lr_0 = 3.9317e-04
Loss = 3.9648e-01, PNorm = 895.2200, GNorm = 0.9035, lr_0 = 3.9314e-04
Loss = 4.0971e-01, PNorm = 895.2325, GNorm = 1.0406, lr_0 = 3.9312e-04
Loss = 3.7573e-01, PNorm = 895.2450, GNorm = 1.1846, lr_0 = 3.9309e-04
Loss = 4.3603e-01, PNorm = 895.2563, GNorm = 1.5049, lr_0 = 3.9307e-04
Loss = 3.9162e-01, PNorm = 895.2698, GNorm = 1.3099, lr_0 = 3.9304e-04
Loss = 3.6252e-01, PNorm = 895.2815, GNorm = 1.2425, lr_0 = 3.9302e-04
Loss = 4.1752e-01, PNorm = 895.2948, GNorm = 1.2894, lr_0 = 3.9299e-04
Loss = 4.0356e-01, PNorm = 895.3055, GNorm = 1.3242, lr_0 = 3.9297e-04
Loss = 4.7197e-01, PNorm = 895.3148, GNorm = 1.2577, lr_0 = 3.9295e-04
Loss = 4.3158e-01, PNorm = 895.3224, GNorm = 1.3231, lr_0 = 3.9292e-04
Loss = 4.9118e-01, PNorm = 895.3330, GNorm = 1.1532, lr_0 = 3.9290e-04
Loss = 3.6673e-01, PNorm = 895.3480, GNorm = 0.7033, lr_0 = 3.9287e-04
Loss = 4.3654e-01, PNorm = 895.3628, GNorm = 1.1470, lr_0 = 3.9285e-04
Loss = 4.2862e-01, PNorm = 895.3784, GNorm = 2.1058, lr_0 = 3.9282e-04
Loss = 4.0709e-01, PNorm = 895.3933, GNorm = 1.3910, lr_0 = 3.9280e-04
Loss = 4.7784e-01, PNorm = 895.4045, GNorm = 1.3108, lr_0 = 3.9277e-04
Loss = 3.3798e-01, PNorm = 895.4171, GNorm = 1.3699, lr_0 = 3.9275e-04
Loss = 4.9261e-01, PNorm = 895.4297, GNorm = 1.0526, lr_0 = 3.9272e-04
Loss = 4.0858e-01, PNorm = 895.4422, GNorm = 1.4129, lr_0 = 3.9270e-04
Loss = 5.1551e-01, PNorm = 895.4546, GNorm = 2.1279, lr_0 = 3.9267e-04
Loss = 4.5247e-01, PNorm = 895.4677, GNorm = 1.5076, lr_0 = 3.9265e-04
Loss = 4.1796e-01, PNorm = 895.4817, GNorm = 0.9396, lr_0 = 3.9262e-04
Loss = 4.3364e-01, PNorm = 895.4942, GNorm = 1.9739, lr_0 = 3.9260e-04
Loss = 4.5624e-01, PNorm = 895.5070, GNorm = 1.1440, lr_0 = 3.9257e-04
Loss = 5.9089e-01, PNorm = 895.5188, GNorm = 2.7341, lr_0 = 3.9255e-04
Loss = 4.5520e-01, PNorm = 895.5271, GNorm = 1.7702, lr_0 = 3.9252e-04
Loss = 4.8273e-01, PNorm = 895.5355, GNorm = 0.9637, lr_0 = 3.9250e-04
Loss = 3.9224e-01, PNorm = 895.5431, GNorm = 1.2257, lr_0 = 3.9247e-04
Loss = 4.1162e-01, PNorm = 895.5521, GNorm = 1.6524, lr_0 = 3.9245e-04
Loss = 3.9022e-01, PNorm = 895.5606, GNorm = 1.2532, lr_0 = 3.9242e-04
Loss = 3.9741e-01, PNorm = 895.5753, GNorm = 1.1343, lr_0 = 3.9240e-04
Loss = 4.9118e-01, PNorm = 895.5871, GNorm = 1.3225, lr_0 = 3.9238e-04
Loss = 3.6673e-01, PNorm = 895.6002, GNorm = 1.0488, lr_0 = 3.9235e-04
Loss = 3.9069e-01, PNorm = 895.6142, GNorm = 0.7936, lr_0 = 3.9233e-04
Loss = 3.9706e-01, PNorm = 895.6241, GNorm = 1.0578, lr_0 = 3.9230e-04
Loss = 4.1125e-01, PNorm = 895.6337, GNorm = 1.6782, lr_0 = 3.9228e-04
Loss = 4.5613e-01, PNorm = 895.6460, GNorm = 1.5556, lr_0 = 3.9225e-04
Loss = 4.0681e-01, PNorm = 895.6576, GNorm = 1.3710, lr_0 = 3.9223e-04
Loss = 3.8271e-01, PNorm = 895.6699, GNorm = 1.5449, lr_0 = 3.9220e-04
Loss = 4.0835e-01, PNorm = 895.6803, GNorm = 1.6143, lr_0 = 3.9218e-04
Loss = 3.8861e-01, PNorm = 895.6899, GNorm = 2.1696, lr_0 = 3.9215e-04
Loss = 4.1119e-01, PNorm = 895.6992, GNorm = 1.0733, lr_0 = 3.9213e-04
Loss = 4.4550e-01, PNorm = 895.7094, GNorm = 1.6353, lr_0 = 3.9210e-04
Loss = 3.4222e-01, PNorm = 895.7200, GNorm = 1.6122, lr_0 = 3.9208e-04
Loss = 3.3159e-01, PNorm = 895.7314, GNorm = 1.7634, lr_0 = 3.9205e-04
Loss = 4.0846e-01, PNorm = 895.7410, GNorm = 1.9180, lr_0 = 3.9203e-04
Loss = 4.3077e-01, PNorm = 895.7488, GNorm = 1.8385, lr_0 = 3.9200e-04
Loss = 3.7296e-01, PNorm = 895.7566, GNorm = 1.0263, lr_0 = 3.9198e-04
Loss = 4.6220e-01, PNorm = 895.7686, GNorm = 0.9377, lr_0 = 3.9195e-04
Loss = 4.0830e-01, PNorm = 895.7821, GNorm = 2.3019, lr_0 = 3.9193e-04
Loss = 3.6304e-01, PNorm = 895.7945, GNorm = 1.4855, lr_0 = 3.9190e-04
Loss = 3.8085e-01, PNorm = 895.8074, GNorm = 0.7278, lr_0 = 3.9188e-04
Loss = 4.8619e-01, PNorm = 895.8176, GNorm = 1.6020, lr_0 = 3.9186e-04
Loss = 3.2963e-01, PNorm = 895.8253, GNorm = 1.0384, lr_0 = 3.9183e-04
Loss = 5.5441e-01, PNorm = 895.8313, GNorm = 1.7608, lr_0 = 3.9181e-04
Loss = 3.7215e-01, PNorm = 895.8394, GNorm = 1.0188, lr_0 = 3.9178e-04
Loss = 3.5188e-01, PNorm = 895.8487, GNorm = 1.3037, lr_0 = 3.9176e-04
Loss = 4.4759e-01, PNorm = 895.8583, GNorm = 1.1657, lr_0 = 3.9173e-04
Loss = 3.7297e-01, PNorm = 895.8674, GNorm = 0.6967, lr_0 = 3.9171e-04
Loss = 3.8683e-01, PNorm = 895.8768, GNorm = 0.9999, lr_0 = 3.9168e-04
Loss = 4.6371e-01, PNorm = 895.8879, GNorm = 1.3054, lr_0 = 3.9166e-04
Loss = 3.4770e-01, PNorm = 895.8991, GNorm = 1.3205, lr_0 = 3.9163e-04
Loss = 3.6335e-01, PNorm = 895.9080, GNorm = 1.1782, lr_0 = 3.9161e-04
Loss = 4.0525e-01, PNorm = 895.9174, GNorm = 1.4232, lr_0 = 3.9158e-04
Loss = 3.7679e-01, PNorm = 895.9274, GNorm = 1.3967, lr_0 = 3.9156e-04
Loss = 2.9069e-01, PNorm = 895.9359, GNorm = 0.6621, lr_0 = 3.9153e-04
Loss = 4.1260e-01, PNorm = 895.9456, GNorm = 1.4599, lr_0 = 3.9151e-04
Loss = 3.6909e-01, PNorm = 895.9531, GNorm = 0.8523, lr_0 = 3.9148e-04
Loss = 3.8436e-01, PNorm = 895.9626, GNorm = 1.4078, lr_0 = 3.9146e-04
Loss = 3.6640e-01, PNorm = 895.9725, GNorm = 1.2053, lr_0 = 3.9143e-04
Loss = 4.6919e-01, PNorm = 895.9834, GNorm = 1.1071, lr_0 = 3.9141e-04
Loss = 4.5774e-01, PNorm = 895.9941, GNorm = 1.4333, lr_0 = 3.9139e-04
Loss = 4.9799e-01, PNorm = 896.0072, GNorm = 2.9742, lr_0 = 3.9136e-04
Loss = 3.7499e-01, PNorm = 896.0184, GNorm = 0.9865, lr_0 = 3.9134e-04
Loss = 4.2521e-01, PNorm = 896.0296, GNorm = 1.4476, lr_0 = 3.9131e-04
Loss = 3.9359e-01, PNorm = 896.0427, GNorm = 2.0677, lr_0 = 3.9129e-04
Loss = 4.8911e-01, PNorm = 896.0540, GNorm = 1.1939, lr_0 = 3.9126e-04
Loss = 4.4750e-01, PNorm = 896.0657, GNorm = 1.1955, lr_0 = 3.9124e-04
Loss = 4.5787e-01, PNorm = 896.0769, GNorm = 1.3114, lr_0 = 3.9121e-04
Loss = 4.1738e-01, PNorm = 896.0877, GNorm = 1.1277, lr_0 = 3.9119e-04
Loss = 4.2518e-01, PNorm = 896.0964, GNorm = 2.2822, lr_0 = 3.9116e-04
Loss = 3.3339e-01, PNorm = 896.1066, GNorm = 1.5191, lr_0 = 3.9114e-04
Loss = 3.9220e-01, PNorm = 896.1172, GNorm = 1.3837, lr_0 = 3.9111e-04
Loss = 5.5624e-01, PNorm = 896.1266, GNorm = 2.3282, lr_0 = 3.9109e-04
Loss = 4.4325e-01, PNorm = 896.1372, GNorm = 1.5859, lr_0 = 3.9106e-04
Loss = 4.6269e-01, PNorm = 896.1509, GNorm = 1.4086, lr_0 = 3.9104e-04
Loss = 4.9386e-01, PNorm = 896.1667, GNorm = 1.9828, lr_0 = 3.9102e-04
Loss = 4.3920e-01, PNorm = 896.1835, GNorm = 1.6349, lr_0 = 3.9099e-04
Loss = 3.5699e-01, PNorm = 896.2018, GNorm = 1.1457, lr_0 = 3.9097e-04
Loss = 5.1219e-01, PNorm = 896.2170, GNorm = 1.3667, lr_0 = 3.9094e-04
Loss = 4.1112e-01, PNorm = 896.2316, GNorm = 1.1655, lr_0 = 3.9092e-04
Loss = 4.0631e-01, PNorm = 896.2434, GNorm = 1.0291, lr_0 = 3.9089e-04
Loss = 4.1629e-01, PNorm = 896.2543, GNorm = 1.4142, lr_0 = 3.9087e-04
Loss = 3.6210e-01, PNorm = 896.2656, GNorm = 0.7500, lr_0 = 3.9084e-04
Loss = 4.7481e-01, PNorm = 896.2771, GNorm = 1.3600, lr_0 = 3.9082e-04
Loss = 4.1150e-01, PNorm = 896.2891, GNorm = 1.5250, lr_0 = 3.9079e-04
Loss = 4.4443e-01, PNorm = 896.3057, GNorm = 1.6257, lr_0 = 3.9077e-04
Loss = 4.2185e-01, PNorm = 896.3218, GNorm = 1.0417, lr_0 = 3.9074e-04
Loss = 4.0280e-01, PNorm = 896.3397, GNorm = 1.1734, lr_0 = 3.9072e-04
Loss = 4.2098e-01, PNorm = 896.3562, GNorm = 1.6199, lr_0 = 3.9069e-04
Loss = 4.2431e-01, PNorm = 896.3692, GNorm = 1.0997, lr_0 = 3.9067e-04
Loss = 3.7278e-01, PNorm = 896.3809, GNorm = 1.8399, lr_0 = 3.9065e-04
Loss = 4.5087e-01, PNorm = 896.3952, GNorm = 1.1084, lr_0 = 3.9062e-04
Loss = 4.2843e-01, PNorm = 896.4067, GNorm = 1.5137, lr_0 = 3.9060e-04
Loss = 3.8740e-01, PNorm = 896.4158, GNorm = 1.5372, lr_0 = 3.9057e-04
Loss = 3.6434e-01, PNorm = 896.4258, GNorm = 0.9940, lr_0 = 3.9055e-04
Loss = 3.7983e-01, PNorm = 896.4362, GNorm = 0.7729, lr_0 = 3.9052e-04
Loss = 3.6674e-01, PNorm = 896.4453, GNorm = 1.3045, lr_0 = 3.9050e-04
Loss = 3.7347e-01, PNorm = 896.4528, GNorm = 1.0815, lr_0 = 3.9047e-04
Loss = 4.4435e-01, PNorm = 896.4613, GNorm = 1.4645, lr_0 = 3.9045e-04
Loss = 4.4570e-01, PNorm = 896.4697, GNorm = 1.5684, lr_0 = 3.9042e-04
Loss = 3.6795e-01, PNorm = 896.4786, GNorm = 1.5119, lr_0 = 3.9040e-04
